nctId,briefTitle,eligibilityCriteria,healthyVolunteers,sex,genderBased,minimumAge,maximumAge,stdAges,studyPopulation,samplingMethod
NCT00130117,Study of Leptin for the Treatment of Hypothalamic Amenorrhea,"Inclusion criteria for HA subjects

* Hypothalamic amenorrhea of at least 6 months duration with low or normal LH and FSH, e.g. due to strenuous exercise (running \>20 miles per week or equivalent) or low weight
* Can be secondary HA OR primary HA with some pubertal development and normal screening labs
* Age 18-35 years old
* Body weight within +/- 15% of ideal body weight and stable for 6 months (no change \> 5 lbs)
* Baseline leptin \<5 ng/mL (except for the Cognitive Sub-Study Baseline visit where baseline leptin will be greater than 5ng/mL)

Inclusion criteria for eumenorrheic controls for Reward Sub-study

* Normal menstrual cycles (between 25 and 35 days)
* Age 18-35
* Body weight within +/- 15% of ideal body weight and stable 6 months (no change \> 5 lbs)
* Baseline leptin \>5 ng/mL

Exclusion criteria:

* We will exclude subjects with:
* Significant medical history that may affect the concentrations of the hormones to studied or ability to participate in the study
* renal or hepatic disease (creatinine \> 1.4, AST/ALT \> 2x upper limit of normal)
* diagnosed diabetes mellitus
* myocardial ischemia
* malignancy (other than basal cell carcinoma of the skin or in situ carcinoma of the cervix)
* malabsorption
* alcoholism, drug abuse, or smoking
* active eating disorder
* depression or other psychiatric disease
* anemia (Hb10 gm/dL on 2 occasions)
* Conditions that are contraindicated for oral contraceptive use:
* Thrombophlebitis or thromboembolic disorders
* A past history of deep vein thrombophlebitis or thromboembolic disorders
* Cerebral vascular or coronary artery disease
* Known or suspected carcinoma of the breast
* Carcinoma of the endometrium or other known or suspected estrogen-dependent neoplasia
* Undiagnosed abnormal genital bleeding
* Hepatic adenomas or carcinomas
* Cholestatic jaundice of pregnancy or jaundice with prior OCP use
* Other endocrine causes of amenorrhea, e.g.
* hyperprolactinemia
* hypothyroidism or hyperthyroidism
* Cushing's syndrome
* congenital adrenal hyperplasia (elevated 17 OH progesterone)
* polycystic ovarian syndrome (elevated androgens or LH/FSH ratio \>1.5)
* primary ovarian failure (elevated FSH)
* On medications known to affect the hormones to be measured such as
* glucocorticoids
* anti seizure medications
* thyroid hormones
* estrogen (must be off at least 3 months prior to participating in the study)
* A known history of anaphylaxis or anaphylactoid-like reactions, or a known hypersensitivity to E. Coli derived proteins
* Breast feeding, pregnant, or wanting to become pregnant during the next 6 months.
* We will screen for these conditions through a detailed history and systems review, physical examination, laboratory evaluation (as described above in Screening Methods), and EKG.
* In the Reward Sub-study subjects will be asked to fill out a standard BIDMC MRI safety screening form prior to entering the magnet.",True,FEMALE,,18 Years,35 Years,['ADULT'],,
NCT00383656,Pulsatile GnRH in Anovulatory Infertility,"Inclusion Criteria:

* Women and minors with GnRH deficiency or idiopathic hypogonadotropic hypogonadism (IHH) will have a history of primary amenorrhea, no evidence of abnormalities in other hormonal axes, a deficient pattern of luteinizing hormone (LH) and/or free alpha subunit (FAS) secretion on baseline sampling and a normal cranial CT or MRI.
* Women and minors with hypothalamic amenorrhea will have a history of secondary amenorrhea of at least six months duration with low or normal gonadotropins or a history of primary amenorrhea in the presence of pulsatile patterns of LH or FAS on baseline frequent sampling studies, BMI \> 18 kg/m2 and normal testosterone and prolactin levels.
* Women and minors with acquired hypogonadotropic hypogonadism will have a history of hypothalamic or pituitary tumor treated with surgery alone or in combination with radiotherapy or a history of hypothalamic irradiation as adjunctive therapy for leukemia or craniofacial neoplasms. There must be a minimum of 2 years since irradiation and no gonadal radiation. For the previous two months, patients will be euthyroid on thyroid replacement if needed, normoprolactinemic on dopamine agonists if needed, and receiving physiologic glucocorticoid replacement if needed.

Subjects will be otherwise healthy women and female minors between the ages of 16 and 45 years who have not been on gonadal steroid preparations for at least 1 month. Subjects will have normal complete blood count (hemoglobin greater than or equal to 11.5gm/dl) and thyroid function tests and a negative pregnancy test.

Exclusion Criteria:

Mitral valve prolapse with ballooning of the mitral valve will be cause for exclusion of the patient from intravenous GnRH treatment.",False,FEMALE,,16 Years,45 Years,"['CHILD', 'ADULT']",,
NCT05921877,AMH and Functional Hypothalamic Amenorrhea,"Inclusion Criteria:

* Women aged 15-34 years.
* Diagnosis of functional hypothalamic amenorrhea (for at least 2 years).
* Signature of informed consent.

Exclusion Criteria:

* Polycystic ovary syndrome
* Taking oral contraceptives in the previous three months
* Other clinically relevant endocrinopathies
* positive MAP-test (Medroxyprogesterone acetate test)
* Estroprogestin replacement therapy
* Autoimmune disorders
* Failure to sign informed consent",,FEMALE,,15 Years,34 Years,"['CHILD', 'ADULT']","Patients with functional hypotalamic amenorrhea (FHA) will be recruited from the DH of Dysfunctional Gynecology (UOSD Diagnostic and Medical Therapy of Menstrual Dysfunction and Marital Infertility) Department of Women's, Children's and Public Health Sciences of the A. Gemelli IRCCS University Polyclinic Foundation. Possible enrollment in the study protocol will not affect or alter in any way the patient's clinical course or adherence to good clinical practice guidelines. A group of healthy controls will also be enrolled, respecting the same exclusion criteria, from among the patients afferent to the Day Hospital of Dysfunctional Gynecology (healthy control is defined as: patient not suffering from functional hypothalamic amenorrhea, not from polycystic ovary syndrome and with 10-12 menstrual cycles per year).",NON_PROBABILITY_SAMPLE
NCT01500447,Inherited Reproductive Disorders,"* INCLUSION CRITERIA:

The essential inclusion criteria include:

1. failure to go through a normal, age-appropriate, spontaneous puberty and low sex steroid levels in the setting of low/normal gonadotropins (due to substantial variability among patient presentations, this will be based on the clinical judgement of the Investigator), or
2. abnormally early development of puberty, or
3. normal puberty with subsequent development of low gonadotropin levels, or
4. individuals with features indicating an increased risk of hypogonadotropic hypogonadism.
5. Family members: both affected and unaffected family members are strongly encouraged to participate.

EXCLUSION CRITERIA:

Since hypogonadotropic hypogonadism is a rare condition, this protocol remains open to enrollment so that we may study all subjects that are both qualified and interested in participating.

Because HH represents a spectrum, where associated clinical findings may provide phenotypic clues to the assessment of inheritability and underlying physiology, exclusion criteria are very limited:

* Patients who have additional pituitary deficiencies, effectively ruling out isolated GnRH deficiency, whether these deficiencies are congenital or acquired (e.g. secondary to malignancy, infection, or irradiation).
* Patients who are taking medications known to affect GnRH secretion, such as corticosteroids or continuous opiate administration (or were taking them at the time of diagnosis).",False,ALL,,6 Weeks,,"['CHILD', 'ADULT', 'OLDER_ADULT']","Primary Clinical, self-referred or physician-referred subjects",NON_PROBABILITY_SAMPLE
NCT05629377,Hypothalamic Amenorrhea as a Fertility Status Marker for Cardiovascular Health (ARCH),"Inclusion Criteria:

* Secondary amenorrhea of 3 or more consecutive months duration
* Include the screening hormones (eg, estradiol (E2) \< 50 pg/ml, Follicle-Stimulating Hormone (FSH) \<10 mIU/ml, and Luteinizing Hormone (LH) \< 10mIU/ml and other HA-defining hormones); or clinical diagnosis of HA by medical providers.
* Pre-menopause status.
* Able to give informed consent.

Exclusion Criteria:

* A diagnosis for secondary amenorrhea including prolactinoma, Polycystic Ovary Syndrome (PCOS), premature ovarian insufficiency, pituitary surgery, infection or infarction
* Pregnancy
* Psychotropic/illicit drug use
* Mental/neurological/major psychological disorders (other than depression and anxiety).
* Parturition/lactating in the last 6-12 months.",False,FEMALE,,18 Years,40 Years,['ADULT'],Premenopausal women with hypothalamic amenorrhea at Mayo Clinic Florida.,NON_PROBABILITY_SAMPLE
NCT06280807,Observation of Environment and Reproductive-Endocrine Effects,"* INCLUSION CRITERIA:

In order to be eligible to participate in this study, an individual must meet all of the following criteria:

1. Male or female, referring to sex assigned at birth (cis gender)
2. Age \> 8 years and weight \>= 12 kg
3. A diagnosis of hypogonadism, infertility or other reproductive dysfunction

   Some specific diagnoses (as defined in standard guidelines) will include:
   * Male or female hypogonadism

     * Obesity/metabolic syndrome related to hypogonadism.
     * Other reproductive dysfunction (e.g., secondary to endocrine dysfunction, thyroid disorders, Cushing syndrome, pharmacotherapy, etc.)
     * Premature Ovarian Insufficiency
     * Isolated hypogonadotropic hypogonadism
   * Polycystic Ovarian Syndrome
   * Delayed Puberty
   * Precocious puberty
   * Perimenopause and post-menopausal states
   * Androgen Excess States (Nonclassic Congenital Adrenal Hyperplasia, Extreme hyperinsulism, Idiopathic etc.)

   or

   -Exhibiting signs of a diagnosis of hypogonadism, e.g., Bosma arrhinia microphthalmia syndrome (BAMS)
4. Ability of participant, legal guardian, or Legally Authorized Representative (LAR) to understand and the willingness to sign a written informed consent document.

EXCLUSION CRITERIA:

An individual who meets any of the following criteria will be excluded from participation in this study:

1. A diagnosis of a serious medical disorder such as malignancy or heart disease will be grounds for exclusion at the discretion of the PI or AI.
2. Inability to follow up with the research study and/or perform study procedures, at the discretion of the PI or AI.
3. Pregnant participants, less than 18 years of age, for their safety, since there is not a trained doctor on the study to give proper medical care to pregnant individuals less than 18 years of age.

Individuals who do not meet the criteria for participation in this study (screen failure) because of an acute, reversible or transient medical reason may be rescreened upon reversal, improvement or stabilization of their clinical status. Participants who develop an acute, reversible or transient medical condition during the study may return upon reversal, improvement or stabilization of their clinical status.",False,ALL,,8 Years,99 Years,"['CHILD', 'ADULT', 'OLDER_ADULT']","Adult and pediatric (between the ages of 8 and 18), cisgender male and females, from the communities and surrounding areas of Durham, Chapel Hill and Raleigh in NC; and Bethesda, MD.",NON_PROBABILITY_SAMPLE
NCT01601171,Genetics of Reproductive Disorders (Including Kallmann Syndrome) and Cleft Lip and/or Palate,"Inclusion Criteria:(any of the following conditions)

* hypogonadotropic hypogonadism
* Kallmann syndrome
* adult-onset hypogonadotropic hypogonadism
* hypothalamic amenorrhea
* polycystic ovarian syndrome
* primary gonadal failure
* precocious puberty
* cleft lip/palate
* family members of the above groups

Exclusion Criteria:

* acute illness/hospitalization
* pituitary tumors
* iron overload (hemochromatosis)
* infiltrative diseases (sarcoidosis)
* chronic alcohol abuse
* illicit drug use
* anabolic steroid abuse",True,ALL,,,,"['CHILD', 'ADULT', 'OLDER_ADULT']","Study participants will be a convenience sample of those patients with reproductive disorders (and their family members), with or without cleft lip/palate, who are interested in participating in this genetic study.",NON_PROBABILITY_SAMPLE
NCT04938622,Bioenergetics of Exercise-Induced Menstrual Disturbances,"Inclusion Criteria:

* Weight 45-75 kg
* Body fat 15-35 percent
* BMI 18-25 kg/m2
* Nonsmoking
* \<1 hour/week of purposeful aerobic exercise for the past 6 months
* Documentation of at least two ovulatory menstrual cycles during screening.

Exclusion Criteria:

* History of serious medical conditions
* Medication use that would alter metabolic hormone levels
* Significant weight loss/gain (±2.3 kg) in the last year
* Current evidence of disordered eating or history of an eating disorder
* Taking exogenous hormonal contraceptives for the past 6 months",True,FEMALE,,18 Years,30 Years,['ADULT'],,
NCT03817827,Effect of Acupuncture and Diet Modification on amenorrheaIN FEMALE ATHLETE TRIAD,"Inclusion Criteria:

* All patients suffering from athletic amenorrhea.
* Their age will be ranged from 17-25 years old.
* Their body mass index will be less than 18.5 kg/m2.
* No history of previous pregnancies.
* No history of any pathological disease causing amenorrhea.
* They are medically stable and consented to participate in the study.

Exclusion Criteria:

* Patients with gynecological diseases that may cause amenorrhea.
* Patients using contraceptive pills.
* Patients using hormonal treatment.
* Patients using induction of ovulation methods.
* Patients following any other diet modification method.
* Patients who receive any drug with side effect of amenorrhea.",False,FEMALE,True,17 Years,25 Years,"['CHILD', 'ADULT']",,
NCT00392873,Increased Calorie Intake to Reverse Energy Deficiency in Exercising Women: Impact on Bone and Menstrual Cyclicity,"Inclusion Criteria for Ovulatory Control Volunteers:

* 18-35 years
* BMI 16-25 kg/m2
* At least 2 hr/wk of aerobic exercise
* Gynecological age \>/= 5 years
* Weight stable (+/- 2 kg) last 6 months
* History of regular menses for 6 months

Inclusion Criteria for Women with Irregular or Absent Menses:

* 18-35 years
* BMI 16-25 kg/m2
* At least 3 hr/wk of aerobic exercise
* Gynecological age \>/= 5 years
* Weight stable (+/- 2 kg) last 6 months
* No menses within past 3 months or 6 or less menses in last 12 months
* Low to normal bone mass (L1-L4 Z score \</=0)

Exclusion Criteria for all participants:

* Hormonal contraceptives in last 6 months
* Smoking currently
* Current clinical diagnosis of an eating disorder
* Use of medications incompatible with measurement of reproductive or metabolic hormones, including thyroid medications that may interfere with any of the study outcomes.
* Dietary habits incompatible with prescribed diet for study
* Any metabolic, reproductive or bone disease
* Sedentary individuals with less than 120 minutes (2 hrs) of activity per week",True,FEMALE,,18 Years,35 Years,['ADULT'],,
NCT04766203,Relative Energy Deficiency in Sport Multicenter Study,"Inclusion Criteria:

* International or Canadian elite (National Sport Organization identified) and (Provincial Sport Organization / University varsity identified) Next Generation, or recreational athlete or para-athlete
* Female or male athlete or para-athlete currently and actively training for and racing in an Olympic sports event
* Age \>15 years

Exclusion Criteria:

* Under 15 years old
* Pregnant",True,ALL,,15 Years,,"['CHILD', 'ADULT', 'OLDER_ADULT']",,
NCT02224976,Effect of Intense Training on Ovarian Function and Bone Turnover,"Inclusion Criteria:

* competitive endurance runners (racing in events ranging from 10km to ultra-marathons)
* training at least 5 days per week over the past 12 months, and more than 30 miles per week
* regular menstrual cycles (24-35 days) over the past 6 months
* maximal oxygen consumption (VO2max) \> 50ml/kg/min
* English speaking

Exclusion Criteria:

* smoker
* amenorrhea
* pregnant or lactating in the past 2 years
* chronic disease that will affect bone health, metabolism or the cardiorespiratory system
* take medications that have cardiovascular or metabolic effects
* present any contra-indication to exercise testing (cardiovascular abnormalities)
* report any major illness or injury preventing training for more than 4 weeks over the past 3 months
* a history of clinical anorexia nervosa or bulimia nervosa",True,FEMALE,,18 Years,40 Years,['ADULT'],,
NCT00429494,GnRH Analogue for Ovarian Function Preservation in Hematopoietic Stem Cell Transplantation Patients,"Inclusion Criteria:

* Hematopoietic stem cell transplantation candidate.
* Post-menarche female less than 40 years old.
* Premenopausal before the start of transplantation, or the start of oral contraceptive pills.
* Follicle-stimulating hormone (FSH) less than or equal to 20 IU/L and Luteinizing hormone (LH) less than or equal to 20 IU/L within 1 weeks of initiation of injection or the ovarian status is determined by Gynecology Oncology Service.
* Agree to stop any oral contraceptive pills for a period of 3-6 months starting 1 year post-transplant

Exclusion Criteria:

* Breast cancer
* Ovarian cancer
* Pregnancy
* Hypersensitivity to any Gonadotropin-releasing hormone (GnRH) analogs",False,FEMALE,,,40 Years,"['CHILD', 'ADULT']",,
NCT05007834,"Metabolism, Circadian Rhythms and Ovarian Function","Inclusion Criteria:

* Women with a chemotherapy-induced (CIA) amenorrhea who asked for post-cancer fertility follow-up at the University Hospital of Lille, France.
* Women between 25 to 35 years age at inclusion
* Chemotherapy protocol: FEC 100 (3 cycles) + docetaxel (3 cycles

Exclusion Criteria:

* Women without CIA
* Women who refuse to participate in the study
* Women older than 35 years at inclusion
* Women who received another chemotherapy protocol",False,FEMALE,True,25 Years,35 Years,['ADULT'],"Women with a chemotherapy-induced (CIA) amenorrhea who asked for post-cancer fertility follow-up at the University Hospital of Lille, France.",NON_PROBABILITY_SAMPLE
NCT00946192,Fat Mediated Modulation of Reproductive and Endocrine Function in Young Athletes,"Inclusion Criteria:

* Females 14-21 years old Note: Our pilot data are reassuring in that young women 18-25 years old with hypothalamic amenorrhea are not adversely affected with estrogen use. In fact, in our prospective study, beneficial effects were observed both in young women 18-25 years old using oral estrogen, and in 14-18 year old adolescent girls using transdermal estrogen. We therefore feel that including girls in the 14-21 year age range will not be hazardous to their bone health. In fact, given the lack of data in this age group, it is important to study younger women and teenagers rather than extrapolate data from studies in adults to this younger population. Hormone dynamics differ in teenagers compared with adults, and bone mass accrual is even more dependent on estrogen and IGF-1 in younger than older women who have already achieved peak bone mass.
* Bone age (BA) \>15 years Note: 99% of adult height is achieved at a BA of 15 years, thus estrogen replacement will not result in stunting of height potential after this age. Although we could have chosen to include girls with a BA \>14 in this study, we are limiting this to girls with a BA of \>15 years. This is because 2% of growth potential persists at a BA of 14 years, versus only 1% at a BA of 15 years (\~0.6"" of potential height (130)). Thus, to avoid potential stunting of growth potential with estrogen replacement, we have chosen to include girls with BA of \> 15 years.
* BMI between 10th-90th percentiles for age.
* Amenorrhea (for AA): absence of menses for \> three months (74) within a period of oligomenorrhea (cycle length \> six weeks) for \>six months, or absence of menarche at \>16 years.
* Eumenorrhea (EA and controls): \> nine menses (cycle length 21-35 days) in preceding year.
* Non-athlete healthy controls will be eligible if weight bearing exercise activity is less than two hours a week and if they are not participating in organized team sports.
* Endurance athletes Note: severity of low BMD and menstrual dysfunction differ by kind of exercise and activity. For example, runners have a higher prevalence of menstrual irregularity than swimmers and cyclists (131). By limiting enrollment to endurance athletes, we will eliminate variability from the type of activity. Endurance training is defined as \> 4 h of aerobic weight-bearing training of the legs or specific endurance training weekly, or \> 20 miles of running weekly for a period of \> 6 months in the last year.

Exclusion Criteria:

* Other conditions that may affect bone metabolism",True,FEMALE,,14 Years,21 Years,"['CHILD', 'ADULT']",,
NCT01785719,Evaluation of Ovarian Morphology and Function in Overweight Women During Weight Loss,"Inclusion Criteria:

* BMI ≥ 30.0 kg/m\*m.
* Self-reported history of regular menstrual cycles, irregular menstrual cycles, or PCOS.
* Absence of hormonal contraception, fertility therapy, or insulin-sensitizing medication in the three months prior to enrollment.

Exclusion Criteria:

* Pregnant, breastfeeding, or lactating
* Lack of one or both ovaries and/or uterus
* Previous diagnosis of bleeding disorder(s) or current use of blood thinners/anticoagulants
* Vegan or gluten free
* Soy or peanut allergy",True,FEMALE,,18 Years,35 Years,['ADULT'],,
NCT01187043,"Determination of the Lowest, Safe and Effective Dose of Proellex","Inclusion Criteria:

* Ability to understand and provide a written informed consent.
* Healthy adult females between 18 and 50 years of age. Included in this group are women with the following conditions, not currently receiving drug treatment:

  * Excessive menstrual bleeding;
  * Menstrual pain;
  * Confirmed uterine fibroids; and
  * Confirmed endometriosis
* Normal menstrual cycle of 26-32 days
* Agree not to attempt to become pregnant
* Agree to limit alcohol consumption to no more than 2 drinks per week and to avoid alcohol consumption within 48 hours of each visit
* Ability to swallow gelatin capsules Ability to complete a daily subject diary
* Willing to discontinue hormonal contraceptives and consent to use of double barrier contraceptive techniques over the course of the study.
* Has a negative pregnancy test at the Screening and Baseline visits An exception for the pregnancy test requirement will be granted for subjects reporting surgical sterilization in medical history
* A Body Mass Index (BMI) between 18 and 39 inclusive
* Is available for all treatment and follow-up visits

Exclusion Criteria:

* Subject is a post-menopausal woman, defined as either; six (6) months or more (immediately prior to screening visit) without a menstrual period, or prior hysterectomy and/or oophorectomy
* Subject is pregnant or lactating or is attempting or expecting to become pregnant during the 7 month study period
* Women with abnormal liver enzymes or liver disease.
* Subject previously participated in Proellex clinical trials: ZPE-201, ZPU-003, ZPU-301, ZPU-302, ZPU-303, ZPU-304, ZPU-305, and ZPU-307.
* Received an investigational drug in the 30 days prior to the screening for this study
* Women with a history of PCOS
* Concurrent use of any testosterone, progestin, androgen, estrogen, anabolic steroids, DHEA or hormonal products for at least 2 weeks prior to screening and during the study.
* Use of oral contraceptives or hormone releasing IUDs in the preceding 30 days. Use of Depo-Provera® in the preceding 6 months.
* Women currently using narcotics
* Women currently taking cimetidine or spironolactone
* Clinically significant abnormal findings on screening examination or any condition which in the opinion of the investigator would interfere with the participant's ability to comply with the study instructions or endanger the participant if she took part in the study",True,FEMALE,,18 Years,50 Years,['ADULT'],,
NCT02132390,"Adjuvant Toremifene With or Without Goserrelin in Premenopausal Women With Stage I-IIIA, Hormonal Receptor Positive Breast Cancer Accompanied With or Without Chemotherapy Induced Amenorrhoea","Inclusion Criteria:

* Written informed consent must be obtained and documented according to the local regulatory requirements prior to beginning specific protocol procedures
* Age of at least 18 and at most 45 years
* Spontaneous and regular menstrual periods before study entry with FSH below 15 mlU/ml in follicular phase
* Histologically confirmed primary breast cancer with the need for anthracycline-based chemotherapy
* Steroid receptor (estrogen and progesterone) positive tumor (diagnosis according to hospital standard-procedures)
* No clinical evidence of local recurrence or distant metastases. Complete staging work-up within 3 months prior to registration. All patients must have (bilateral) mammography or breast MRI, chest X-ray; other tests may be performed as clinically indicated
* Karnofsky-Index \>80%
* Life expectancy of at least 10 years, disregarding the diagnosis of cancer
* Adequate organ function including normal red and white blood count, platelets, serum creatinine, bilirubin, and transaminases within normal range of the institution
* Patients underwent standard Doxorubicin/Cyclophosphamide Followed by Docetaxel (AC-T)
* Patients must be available for and compliant to treatment and follow-up. Patients registered on this trial must be treated and followed up at the participating center.

Exclusion Criteria:

* Known hypersensitivity reaction to the investigational compounds or incorporated substances
* Prior cytotoxic treatment for any reason
* Suspected (primary or secondary) ovarian insufficiency
* Pregnant or lactating patients. Patients of childbearing potential must have a negative pregnancy test (urine or serum) within 14 days prior to registration and must implement adequate non-hormonal contraceptive measures during study treatment; prior use of hormonal contraceptives has to be discontinued before first Goserelin injection
* Other serious illness or medical condition that may interfere with the understanding and giving of informed consent and the conduct of the study
* Prior or concomitant secondary malignancy (except non-melanomatous skin cancer or carcinoma in situ of the uterine cervix)
* Concurrent treatment with other experimental drugs or any other anti-cancer therapy
* Concurrent treatment with sex hormones. Prior treatment must be stopped before study entry",False,FEMALE,,18 Years,45 Years,['ADULT'],,
NCT00001275,Ovarian Follicle Function in Patients With Primary Ovarian Failure,"* INCLUSION CRITERIA:

Women 18 to 42 years of age with primary ovarian insufficiency who meet the following requirements were candidates for recruitment to the study: 1) at least a four month history of oligo-amenorrhea not due to pregnancy, and 2) clearly elevated gonadotropins in the menopausal range on two separate occasions at least one month apart.

EXCLUSION CRITERIA:

Women with evidence for karyotypic, metabolic, toxic, or iatrogenic cause of the ovarian insufficiency were not candidates.",False,FEMALE,,18 Years,42 Years,['ADULT'],,
NCT00011388,"Reproductive Effects of Pesticide, PCB and Mercury Exposure in Laotian Immigrants","Eligibility requirements based on need to measure reproductive hormones and menstrual function in relation to hypothesized exposure. So women had to be born in SE Asia, consume fish regularly, have a menstrual period in last 6 weeks, and not be taking any hormone medications.",True,FEMALE,,18 Years,40 Years,['ADULT'],,
NCT03916978,Autologous PRP Intra Ovarian Infusion to Restore Ovarian Function in Menopausal Women,"Inclusion Criteria:

* Age between 45-55 years old
* Amenorrhea for at least 12 months
* Discontinuation of any complementary/adjuvant treatment including hormone replacement, acupuncture, and botanotherapy, for at least three months prior to recruitment.
* Willing to comply with study requirements

Exclusion Criteria:

* Any pathological disorder related to reproductive system anatomy
* Previous POI diagnosis
* Abnormal karyotype
* Endometriosis
* Adenomyosis
* Fibroids and adhesions
* Infections in reproductive system
* Current or previous diagnosis of reproductive system cancer
* History of familiar cancer in reproductive system
* Severe male factor infertility
* Prior referral for PGT
* Ovarian inaccessibility
* Endocrinological disorders (Hypothalamus-Pituitary disorders, thyroid dysfunction, diabetes mellitus, metabolic syndrome)
* BMI\>30 kg/m2 or BMI\<18.5 kg/m2
* Systematic autoimmune disorders",True,FEMALE,True,45 Years,55 Years,['ADULT'],,
NCT02328976,Hypothalamus Connectivity in Chronic and Episodic Migraine,"Inclusion criteria:

* patients fulfilling international criteria of chronic migraine (with or without medication overuse)
* age 18-65 years,
* with or without migraine prophylactic treatment (unchanged for 3 months). Inclusion criteria of patients with episodic migraine are: age- and- gender matched patients, fulfilling international criteria: migraine without aura, with 4 days with migraine/month, without prophylactic treatment, without history of chronic migraine

Exclusion criteria:

* evolutive severe coexistent chronic disease,
* MRI contra-indications",False,ALL,,18 Years,65 Years,"['ADULT', 'OLDER_ADULT']",,
NCT03212131,"Investigation of Pharmacokinetics, Pharmacodynamics, Safety and Tolerability of Multiple Doses of Somapacitan in Subjects With Mild and Moderate Degrees of Hepatic Impairment Compared to Subjects With Normal Hepatic Function.","Inclusion Criteria:

* Male or female aged 18-75 years (both inclusive)
* Body mass index of 18.5-39.9 kg/sqm (both inclusive)
* Subjects with normal hepatic function or hepatic impairment (mild or moderate)

Exclusion Criteria:

* Female who is pregnant, breast-feeding or intends to become pregnant or is of child-bearing potential and not using an adequate contraceptive method (adequate contraceptive measure as required by local regulation or practice) for at least 16 days after the last trial product administration
* Male of reproductive age who or whose partner(s) is not using adequate contraceptive methods (adequate contraceptive measures as required by local regulation or practice) or male who is not willing to refrain from donating semen for at least 16 days after last trial product administration
* Any blood draw in excess of 25 mL in the past 30 days, or donation of blood or plasma in excess of 400 mL within the 90 days preceding screening
* Any disorder, except for conditions associated with hepatic impairment in the group of subjects with compromised hepatic function, which in the investigator's opinion might jeopardise subject's safety, evaluation of results, or compliance with the protocol",True,ALL,,18 Years,75 Years,"['ADULT', 'OLDER_ADULT']",,
NCT03482830,Perioperative Metabolic and Hormonal Aspects in Major Emergency Surgery,"Inclusion Criteria:

* Surgery within 72 hours of an acute admission to the Department of Surgery or an acute reoperation.
* Major gastrointestinal surgery on the gastrointestinal tract (see intervention definition)

Exclusion Criteria:

* Not capable of giving informed consent after oral and written information
* Previously included in the trial
* Elective laparoscopy
* Diagnostic laparotomy/laparoscopy where no subsequent procedure is performed (NB, if no procedure is performed because of inoperable pathology, then include)
* Appendectomy +/- drainage or Cholecystectomy +/- drainage of localized collection unless the procedure is incidental to a non-elective procedure on the GI tract
* Non-elective hernia repair without bowel resection.
* Minor abdominal wound dehiscence unless this causes bowel complications requiring resection
* Ruptured ectopic pregnancy, or pelvic abscesses due to pelvic inflammatory disease
* Laparotomy/laparoscopy for pathology caused by blunt or penetrating trauma, esophageal pathology, pathology of the spleen, renal tract, kidneys, liver, gall bladder and biliary tree, pancreas or urinary tract",False,ALL,,18 Years,,"['ADULT', 'OLDER_ADULT']","Patients ≥ 18 years old undergoing acute major gastrointestinal surgery within 72 hours of their admission to the Department of Surgery or an acute reoperation.

Major gastrointestinal surgery are defined as procedures involving the stomach, small or large bowel, or rectum for conditions such as perforation, ischaemia, abdominal abscess, bleeding or obstruction.

Patients will be consecutively screened for inclusion.",PROBABILITY_SAMPLE
NCT02948322,Cardiac (CMRI) Assessment of Acromegaly,"Inclusion Criteria:

* Active acromegaly as defined by the usual diagnostic criteria (de novo patients or patients uncontrolled by previous treatments).
* Healthy volunteers matched for age, sex and BMI with the patients of the group 1

Exclusion Criteria:

* History of coronary heart disease (acute or chronic myocardial ischemia)
* Acute or chronic renal failure (creatinin clearance 30 mL/min/l,73m2)
* Contraindication of MRI
* Hypersensitivity to gadolinium
* Pregnancy",True,ALL,,18 Years,75 Years,"['ADULT', 'OLDER_ADULT']",,
NCT00560625,Does Inhaled Busedonide or Fluticasone Impair Adrenal Function?,"Inclusion Criteria:

* patients receiving inhaled busedonide or fluticasone at daily dose of 200-800 mcg ' for at least 4 weeks

Exclusion Criteria:

* patients receiving any corticosteroid therapy, except inhaled busedonide or fluticasone.",False,ALL,,18 Years,75 Years,"['ADULT', 'OLDER_ADULT']",hospital-based respiratory diseases clinic,NON_PROBABILITY_SAMPLE
NCT04335357,TBR-760 in Adult Patients With Non-Functioning Pituitary Adenomas,"Key Inclusion Criteria:

* Confirmed diagnosis of NFPA (defined as lack of clinical and biochemical evidence of adenohypophyseal hormone excess), and be status-post one TSS with a NFPA remnant of ≥ 10mm (maximum diameter)
* Study subjects must be capable of giving informed consent and reading and signing the informed consent form after the nature of the study has been fully explained by the Investigator or Investigator designee
* Study subject must be willing and able to complete all study assessments and procedures and to communicate effectively with the Investigator and site staff.

Key Exclusion Criteria:

* Has undergone more than one TSS, or had TSS \<6 months prior to screening, or is anticipated to require TSS within 6 months of Screening
* Has undergone radiation therapy to the head for any reason, or is already planned to have or anticipated to require radiation therapy during the study period;
* Has any contraindications to magnetic resonance imaging including allergy or intolerance to gadolinium or gadolinium-based contrast;
* In the opinion of the Investigator, the patient is unable to meet the requirements of the study.",False,ALL,,18 Years,80 Years,"['ADULT', 'OLDER_ADULT']",,
