nctId,ec_single,ner,relation
NCT03071757,"Inclusion: Participants who are refractory to a PD-1/PD-L1 agent, with tumor types such as melanoma, NSCLC, platinum-pretreated head and neck cancer, second line bladder and RCC.","```json
[
    {
        ""entity"": ""refractory"",
        ""category"": ""Qualifiers/Modifiers""
    },
    {
        ""entity"": ""PD-1/PD-L1 agent"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""tumor types"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""melanoma"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""NSCLC"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""platinum-pretreated head and neck cancer"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""second line bladder"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""RCC"",
        ""category"": ""Condition""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""tumor types""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""melanoma""
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""NSCLC""
    },
    {
        ""id"": 4,
        ""type"": ""Condition"",
        ""name"": ""platinum-pretreated head and neck cancer""
    },
    {
        ""id"": 5,
        ""type"": ""Condition"",
        ""name"": ""second line bladder""
    },
    {
        ""id"": 6,
        ""type"": ""Condition"",
        ""name"": ""RCC""
    },
    {
        ""id"": 7,
        ""type"": ""Drug/Substance"",
        ""name"": ""PD-1/PD-L1 agent""
    }
]
```"
NCT03071757,Inclusion: Part 2A and 2B Cohort Expansion:,"```json
[]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Type 2 diabetes mellitus""
    },
    {
        ""id"": 2,
        ""type"": ""Drug/Substance"",
        ""name"": ""Metformin""
    },
    {
        ""id"": 3,
        ""type"": ""Measurement"",
        ""name"": ""Serum creatinine""
    },
    {
        ""id"": 4,
        ""type"": ""Procedure/Device"",
        ""name"": ""Chemotherapy""
    },
    {
        ""id"": 5,
        ""type"": ""Observation"",
        ""name"": ""Smoking""
    },
    {
        ""id"": 6,
        ""type"": ""Observation"",
        ""name"": ""30 to 75 years old"",
        ""value"": {
            ""range"": {
                ""lower_bound"": 30,
                ""upper_bound"": 75,
                ""unit"": ""years""
            }
        }
    }
]
```"
NCT03071757,Inclusion: 2A : TNBC ABBV-368 monotherapy cohorts: Subjects with locally advanced or metastatic TNBC that have exhausted standard treatment for their incurable disease.,"```json
[
    {
        ""entity"": ""locally advanced or metastatic TNBC"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""exhausted standard treatment"",
        ""category"": ""Qualifier/Modifier""
    },
    {
        ""entity"": ""incurable disease"",
        ""category"": ""Condition""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""locally advanced or metastatic TNBC""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""incurable disease""
    }
]
```"
NCT03071757,"Inclusion: 2B : Head and Neck cohort: Participants with recurrent squamous cell head and neck carcinoma that are not candidates for curative treatment with local or systemic therapy, or metastatic (disseminated) head and neck squamous cell carcinoma of the oral cavity, oropharynx, hypopharynx, and larynx that is considered incurable by local therapies.","```json
[
    {
        ""entity"": ""recurrent squamous cell head and neck carcinoma"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""curative treatment with local or systemic therapy"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""metastatic (disseminated) head and neck squamous cell carcinoma"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""oral cavity"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""oropharynx"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""hypopharynx"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""larynx"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""incurable by local therapies"",
        ""category"": ""Qualifier/Modifier""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""recurrent squamous cell head and neck carcinoma""
    },
    {
        ""id"": 2,
        ""type"": ""Procedure/Device"",
        ""name"": ""curative treatment with local or systemic therapy""
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""metastatic (disseminated) head and neck squamous cell carcinoma""
    },
    {
        ""id"": 4,
        ""type"": ""Condition"",
        ""name"": ""oral cavity""
    },
    {
        ""id"": 5,
        ""type"": ""Condition"",
        ""name"": ""oropharynx""
    },
    {
        ""id"": 6,
        ""type"": ""Condition"",
        ""name"": ""hypopharynx""
    },
    {
        ""id"": 7,
        ""type"": ""Condition"",
        ""name"": ""larynx""
    }
]
```"
NCT03071757,Inclusion: Part 3A and 3B Imaging Substudy:,"```json
[]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Type 2 diabetes mellitus""
    },
    {
        ""id"": 2,
        ""type"": ""Drug/Substance"",
        ""name"": ""Metformin""
    },
    {
        ""id"": 3,
        ""type"": ""Measurement"",
        ""name"": ""Serum creatinine""
    },
    {
        ""id"": 4,
        ""type"": ""Procedure/Device"",
        ""name"": ""Chemotherapy""
    },
    {
        ""id"": 5,
        ""type"": ""Observation"",
        ""name"": ""Smoking""
    },
    {
        ""id"": 6,
        ""type"": ""Observation"",
        ""name"": ""30 to 75 years old"",
        ""value"": {
            ""range"": {
                ""lower_bound"": 30,
                ""upper_bound"": 75,
                ""unit"": ""years""
            }
        }
    }
]
```"
NCT03071757,Inclusion: 3A: Participants with locally advanced or metastatic TNBC that have exhausted standard treatment for their incurable disease and are treatment naïve to a PD-1/PD-L1 targeting agent.,"```json
[
    {
        ""entity"": ""locally advanced or metastatic TNBC"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""exhausted standard treatment"",
        ""category"": ""Qualifier/Modifier""
    },
    {
        ""entity"": ""incurable disease"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""treatment naïve"",
        ""category"": ""Qualifier/Modifier""
    },
    {
        ""entity"": ""PD-1/PD-L1 targeting agent"",
        ""category"": ""Drug/Substance""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""locally advanced or metastatic TNBC""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""incurable disease""
    },
    {
        ""id"": 3,
        ""type"": ""Drug/Substance"",
        ""name"": ""PD-1/PD-L1 targeting agent""
    }
]
```"
NCT03071757,"Inclusion: 3B: Participants with recurrent HNSCC that are not candidates for curative treatment with local or systemic therapy, or metastatic HNSCC of the oral cavity, oropharynx, hypopharynx, and larynx that is considered incurable by local therapies. Participants must be treatment naïve to a PD-1/PD-L1 targeting agent.","```json
[
    {
        ""entity"": ""recurrent HNSCC"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""curative treatment"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""local therapy"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""systemic therapy"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""metastatic HNSCC"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""oral cavity"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""oropharynx"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""hypopharynx"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""larynx"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""incurable"",
        ""category"": ""Qualifiers/Modifiers""
    },
    {
        ""entity"": ""local therapies"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""treatment naïve"",
        ""category"": ""Qualifiers/Modifiers""
    },
    {
        ""entity"": ""PD-1/PD-L1 targeting agent"",
        ""category"": ""Drug/Substance""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""recurrent HNSCC""
    },
    {
        ""id"": 2,
        ""type"": ""Procedure/Device"",
        ""name"": ""curative treatment""
    },
    {
        ""id"": 3,
        ""type"": ""Procedure/Device"",
        ""name"": ""local therapy""
    },
    {
        ""id"": 4,
        ""type"": ""Procedure/Device"",
        ""name"": ""systemic therapy""
    },
    {
        ""id"": 5,
        ""type"": ""Condition"",
        ""name"": ""metastatic HNSCC""
    },
    {
        ""id"": 6,
        ""type"": ""Observation"",
        ""name"": ""oral cavity""
    },
    {
        ""id"": 7,
        ""type"": ""Observation"",
        ""name"": ""oropharynx""
    },
    {
        ""id"": 8,
        ""type"": ""Observation"",
        ""name"": ""hypopharynx""
    },
    {
        ""id"": 9,
        ""type"": ""Observation"",
        ""name"": ""larynx""
    },
    {
        ""id"": 10,
        ""type"": ""Procedure/Device"",
        ""name"": ""local therapies""
    },
    {
        ""id"": 11,
        ""type"": ""Drug/Substance"",
        ""name"": ""PD-1/PD-L1 targeting agent""
    }
]
```"
NCT03071757,Inclusion: Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) of 0 to 2.,"```json
[
    {
        ""entity"": ""Eastern Cooperative Oncology Group (ECOG) Performance Status (PS)"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""0 to 2"",
        ""category"": ""Measurement""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Observation"",
        ""name"": ""Eastern Cooperative Oncology Group (ECOG) Performance Status (PS)"",
        ""value"": {
            ""range"": {
                ""lower_bound"": 0,
                ""upper_bound"": 2,
                ""unit"": """"
            }
        }
    }
]
```"
NCT03071757,Inclusion: Participants must have immune-related Response Evaluation Criteria for Solid Tumors (iRECIST) evaluable or measurable disease in the PART 1 and measurable disease per iRECIST in PART 2,"```json
[
    {
        ""entity"": ""immune-related Response Evaluation Criteria for Solid Tumors (iRECIST)"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""evaluable or measurable disease"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""PART 1"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""measurable disease"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""iRECIST"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""PART 2"",
        ""category"": ""Temporal Constraints""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Observation"",
        ""name"": ""immune-related Response Evaluation Criteria for Solid Tumors (iRECIST)""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""evaluable or measurable disease""
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""measurable disease""
    },
    {
        ""id"": 4,
        ""type"": ""Observation"",
        ""name"": ""iRECIST""
    }
]
```"
NCT03071757,"Inclusion: Adequate bone marrow, kidney and liver function.","```json
[
    {
        ""entity"": ""Adequate bone marrow function"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""Adequate kidney function"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""Adequate liver function"",
        ""category"": ""Observation""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Observation"",
        ""name"": ""Adequate bone marrow function""
    },
    {
        ""id"": 2,
        ""type"": ""Observation"",
        ""name"": ""Adequate kidney function""
    },
    {
        ""id"": 3,
        ""type"": ""Observation"",
        ""name"": ""Adequate liver function""
    }
]
```"
NCT03071757,"Exclusion: Received anticancer therapy including chemotherapy, immunotherapy, radiation therapy, biologic, herbal therapy, or any investigational therapy within a period of 21 days prior to the first dose of ABBV-368.","```json
[
    {
        ""entity"": ""anticancer therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""chemotherapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""immunotherapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""radiation therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""biologic"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""herbal therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""investigational therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""within a period of 21 days"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""prior to the first dose of ABBV-368"",
        ""category"": ""Temporal Constraints""
    }
]
```","```python
def extract_events(inputs: Dict[str, Any]) -> str:
    """"""
    This is function is used to identify and extract structured events and attributes related to the specified entities from the input text.
    The entities, along with their types and names, have been identified in a previous step and are provided for reference.

    The function takes a dictionary of `inputs` as an argument, which contains the following keys:
    - 'input_text': the input eligibility criteria in text format
    - 'entities': a list of entities, each containing the type and name of an entity identified in the input text
        e.g., [""Condition: Type 2 diabetes mellitus"", ""Drug/Substance: Metformin"", ""Measurement: Serum creatinine"", ""Procedure/Device: Chemotherapy"", ""Observation: Smoking"", ""Observation: 30 to 75 years old"", ...]

    The function should return a list of dictionaries, each containing the extracted events and attributes for the specified entities.
    - Event entity types include: `Condition`, `Observation`, `Procedure/Device`, `Drug/Substance`.
    - Attribute entities include: `Measurement`, `Temporal Constraints`, `Qualifiers/Modifiers`.

    The formats of the target extracted events are as follows:


    Observation:
    {
        ""id"": int, \\ the unique identifier of the event, starting from 1 to N
        ""type"":""Observation"",
        ""name"": str, \\ the name of the observation
        ""occurrence"": {
            ""operator"": str, \\ the operator of the occurrence, in [""at least"", ""at most"", ""exactly""]
            ""number"": int, \\ the number of occurrence
        },
        ""temporal"": {
            ""start"": {
                ""number"": int, \\ the number of days/months/years/etc before the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""end"":{
                ""number"": int, \\ the number of days/months/years/etc after the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""reference_event"": int, \\ the reference event id for the start and end window
        },
        ""value"":{
            ""range"": {
                ""lower_bound"": float, \\ the lower bound of the measurement value
                ""upper_bound"": float, \\ the upper bound of the measurement value
                ""unit"": str, \\ the unit of the measurement value
            },
            ""qualitative"": str, \\  the qualitative value of the measurement, e.g., ""positive"", ""negative"", ""normal"", ""abnormal"", etc.
        },
    }

    Condition:
    {
        ""id"": int, \\ the unique identifier of the event, starting from 1 to N
        ""type"":""Condition"", \\ the type of the entity
        ""name"": str, \\ the name of the condition
        ""occurrence"": {
            ""operator"": str, \\ the operator of the occurrence, in [""at least"", ""at most"", ""exactly""]
            ""number"": int, \\ the number of occurrences 
            }},
        ""temporal"": {
            ""start"": {
                ""number"": int, \\ the number of days/months/years/etc before the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            }},
            ""end"":{
                ""number"": int, \\ the number of days/months/years/etc after the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            }},
            ""reference_event"": int, \\ the reference event id for the start and end window
        }
    }

    Drug/Substance:
    {
        ""id"": int, \\ the unique identifier of the event, starting from 1 to N
        ""type"":""Drug/Substance"",
        ""name"": str, \\ the name of the drug
        ""occurrence"": {
            ""operator"": str, \\ the operator of the occurrence, in [""at least"", ""at most"", ""exactly""]
            ""number"": int, \\ the number of occurrence
        },
        ""temporal"": {
            ""start"": {
                ""number"": int, \\ the number of days/months/years/etc before the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""end"":{
                ""number"": int, \\ the number of days/months/years/etc after the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            }},
            ""reference_event"": int, \\ the reference event id for the start and end window
        }
    }

    Procedure/Device:
    {
        ""id"": int, \\ the unique identifier of the event, starting from 1 to N
        ""type"":""Procedure/Device"",
        ""name"": str, \\ the name of the procedure
        ""occurrence"": {
            ""operator"": str, \\ the operator of the occurrence, in [""at least"", ""at most"", ""exactly""]
            ""number"": int, \\ the number of occurrence
        },
        ""temporal"": {
            ""start"": {
                ""number"": int, \\ the number of days/months/years/etc before the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""end"":{
                ""number"": int, \\ the number of days/months/years/etc after the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            }},
            ""reference_event"": int, \\ the reference event id for the start and end window
        }
    }

    IMPORTANT: 
    - for all the events, the fields 'id', 'type', 'name' are mandatory, the other fields are optional and should be included only if they are present in the input text.
    - for all the events, the field 'type' must be one of the following: 'Condition', 'Observation', 'Procedure/Device', 'Drug/Substance'.

    The function should return a syntactically correct JSON format string that contains a list of the extracted events, each event should be one of the above formats.
    The output is wrapped within  ```json and ``` tags, for example:
    ```json
    [
        {
            ""id"": 1, \\ the unique identifier of the event, starting from 1 to N
            ""type"":""Observation"", \\ the type of the entity
            ""name"": ""age"", \\ the name of the observation
            ""value"":{
                ""range"": {
                    ""lower_bound"": float, \\ the lower bound of the age value
                    ""upper_bound"": float, \\ the upper bound of the age value
                    ""unit"": str, \\ the unit of the age value
                }},
        },
        ... \\ other events
    ]
    ```

    Returns:
    - str: a JSON format string that contains a list of the extracted events, wrapped by ```json and ``` tags
    """"""
```

# Provided inputs
input_text = """"""Patients must not have received any anticancer therapy including chemotherapy, immunotherapy, radiation therapy, biologic, herbal therapy, or investigational therapy within a period of 21 days prior to the first dose of ABBV-368.""""""
entities = """"""[
    {
        ""entity"": ""anticancer therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""chemotherapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""immunotherapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""radiation therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""biologic"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""herbal therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""investigational therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""within a period of 21 days"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""prior to the first dose of ABBV-368"",
        ""category"": ""Temporal Constraints""
    }
]""""""

inputs = {
    ""input_text"": input_text,
    ""entities"": entities
}

# Function implementation
def extract_events(inputs: Dict[str, Any]) -> str:
    import json

    input_text = inputs[""input_text""]
    entities = json.loads(inputs[""entities""])

    events = []
    event_id = 1

    for entity in entities:
        if entity[""category""] == ""Drug/Substance"":
            event = {
                ""id"": event_id,
                ""type"": ""Drug/Substance"",
                ""name"": entity[""entity""]
            }
            event_id += 1
            events.append(event)

    # Adding temporal constraints to the last event
    for event in events:
        event[""temporal""] = {
            ""start"": {
                ""number"": 21,
                ""unit"": ""days""
            },
            ""reference_event"": ""first dose of ABBV-368""
        }

    return json.dumps(events, indent=4)

# Output
print(extract_events(inputs))
```json
[
    {
        ""id"": 1,
        ""type"": ""Drug/Substance"",
        ""name"": ""anticancer therapy"",
        ""temporal"": {
            ""start"": {
                ""number"": 21,
                ""unit"": ""days""
            },
            ""reference_event"": ""first dose of ABBV-368""
        }
    },
    {
        ""id"": 2,
        ""type"": ""Drug/Substance"",
        ""name"": ""chemotherapy"",
        ""temporal"": {
            ""start"": {
                ""number"": 21,
                ""unit"": ""days""
            },
            ""reference_event"": ""first dose of ABBV-368""
        }
    },
    {
        ""id"": 3,
        ""type"": ""Drug/Substance"",
        ""name"": ""immunotherapy"",
        ""temporal"": {
            ""start"": {
                ""number"": 21,
                ""unit"": ""days""
            },
            ""reference_event"": ""first dose of ABBV-368""
        }
    },
    {
        ""id"": 4,
        ""type"": ""Drug/Substance"",
        ""name"": ""radiation therapy"",
        ""temporal"": {
            ""start"": {
                ""number"": 21,
                ""unit"": ""days""
            },
            ""reference_event"": ""first dose of ABBV-368""
        }
    },
    {
        ""id"": 5,
        ""type"": ""Drug/Substance"",
        ""name"": ""biologic"",
        ""temporal"": {
            ""start"": {
                ""number"": 21,
                ""unit"": ""days""
            },
            ""reference_event"": ""first dose of ABBV-368""
        }
    },
    {
        ""id"": 6,
        ""type"": ""Drug/Substance"",
        ""name"": ""herbal therapy"",
        ""temporal"": {
            ""start"": {
                ""number"": 21,
                ""unit"": ""days""
            },
            ""reference_event"": ""first dose of ABBV-368""
        }
    },
    {
        ""id"": 7,
        ""type"": ""Drug/Substance"",
        ""name"": ""investigational therapy"",
        ""temporal"": {
            ""start"": {
                ""number"": 21,
                ""unit"": ""days""
            },
            ""reference_event"": ""first dose of ABBV-368""
        }
    }
]
```"
NCT03071757,Exclusion: Prior treatment with an OX40 targeting agent.,"```json
[
    {
        ""entity"": ""Prior"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""treatment"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""OX40 targeting agent"",
        ""category"": ""Drug/Substance""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Procedure/Device"",
        ""name"": ""treatment""
    },
    {
        ""id"": 2,
        ""type"": ""Drug/Substance"",
        ""name"": ""OX40 targeting agent"",
        ""temporal"": {
            ""start"": {
                ""number"": 0,
                ""unit"": ""days""
            },
            ""end"": {
                ""number"": 0,
                ""unit"": ""days""
            },
            ""reference_event"": 1
        }
    }
]
```"
NCT03071757,Exclusion: has known uncontrolled metastases to the central nervous system (CNS).,"```json
[
    {
        ""entity"": ""uncontrolled metastases"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""central nervous system (CNS)"",
        ""category"": ""Condition""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""uncontrolled metastases""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""central nervous system (CNS)""
    }
]
```"
NCT03071757,Exclusion: History of active autoimmune disorders and other conditions that compromise or impair the immune system.,"```json
[
    {
        ""entity"": ""History of active autoimmune disorders"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""other conditions that compromise or impair the immune system"",
        ""category"": ""Condition""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""History of active autoimmune disorders""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""other conditions that compromise or impair the immune system""
    }
]
```"
NCT03071757,"Exclusion: Confirmed positive test results for human immunodeficiency virus (HIV), or subjects with chronic or active hepatitis A, B or C. Subjects who have a history of hepatitis B or C who have documented cures after anti-viral therapy may be enrolled.","```json
[
    {
        ""entity"": ""Confirmed positive test results"",
        ""category"": ""Qualifiers/Modifiers""
    },
    {
        ""entity"": ""human immunodeficiency virus (HIV)"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""chronic or active hepatitis A, B or C"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""history of hepatitis B or C"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""documented cures after anti-viral therapy"",
        ""category"": ""Qualifiers/Modifiers""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Observation"",
        ""name"": ""human immunodeficiency virus (HIV)""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""chronic or active hepatitis A, B or C""
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""history of hepatitis B or C""
    }
]
```"
NCT03071757,Exclusion: Has received live vaccine within 28 days prior to the first dose of study drug.,"```json
[
    {
        ""entity"": ""live vaccine"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""within 28 days"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""prior to the first dose of study drug"",
        ""category"": ""Temporal Constraints""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Drug/Substance"",
        ""name"": ""live vaccine"",
        ""temporal"": {
            ""start"": {
                ""number"": 28,
                ""unit"": ""days""
            },
            ""reference_event"": ""prior to the first dose of study drug""
        }
    }
]
```"
NCT04495257,Inclusion: 1. At least 1 site of disease must be accessible to provide repeat biopsies for tumor tissue. The biopsy may be waived if not feasible upon discussion with the study PIs. This site may be a target lesion as long as it will not be rendered unmeasurable by the biopsy procedure.,"```json
[
    {
        ""entity"": ""disease"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""biopsies"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""tumor tissue"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""biopsy"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""target lesion"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""biopsy procedure"",
        ""category"": ""Procedure/Device""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""disease""
    },
    {
        ""id"": 2,
        ""type"": ""Procedure/Device"",
        ""name"": ""biopsies""
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""tumor tissue""
    },
    {
        ""id"": 4,
        ""type"": ""Procedure/Device"",
        ""name"": ""biopsy""
    },
    {
        ""id"": 5,
        ""type"": ""Condition"",
        ""name"": ""target lesion""
    },
    {
        ""id"": 6,
        ""type"": ""Procedure/Device"",
        ""name"": ""biopsy procedure""
    }
]
```"
NCT04495257,Exclusion: 1. Untreated brain metastases. 2. A patient who has had prior treatment with immune therapy for advanced disease. Prior immune checkpoint inhibitors as adjuvant therapy is allowed provided at least 6 months have lapsed from the last dose. Prior targeted therapy is allowed as long as 2 weeks have passed.,"```json
[
    {
        ""entity"": ""Untreated brain metastases"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""prior treatment with immune therapy for advanced disease"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""Prior immune checkpoint inhibitors as adjuvant therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""at least 6 months"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""Prior targeted therapy"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""2 weeks"",
        ""category"": ""Temporal Constraints""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Untreated brain metastases""
    },
    {
        ""id"": 2,
        ""type"": ""Drug/Substance"",
        ""name"": ""prior treatment with immune therapy for advanced disease""
    },
    {
        ""id"": 3,
        ""type"": ""Drug/Substance"",
        ""name"": ""Prior immune checkpoint inhibitors as adjuvant therapy"",
        ""temporal"": {
            ""start"": {
                ""number"": 6,
                ""unit"": ""months""
            }
        }
    },
    {
        ""id"": 4,
        ""type"": ""Drug/Substance"",
        ""name"": ""Prior targeted therapy"",
        ""temporal"": {
            ""start"": {
                ""number"": 2,
                ""unit"": ""weeks""
            }
        }
    }
]
```"
NCT02771626,"Inclusion: Ability to provide written informed consent in accordance with federal, local, and institutional guidelines","```json
[]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Type 2 diabetes mellitus""
    },
    {
        ""id"": 2,
        ""type"": ""Drug/Substance"",
        ""name"": ""Metformin""
    },
    {
        ""id"": 3,
        ""type"": ""Measurement"",
        ""name"": ""Serum creatinine""
    },
    {
        ""id"": 4,
        ""type"": ""Procedure/Device"",
        ""name"": ""Chemotherapy""
    },
    {
        ""id"": 5,
        ""type"": ""Observation"",
        ""name"": ""Smoking""
    },
    {
        ""id"": 6,
        ""type"": ""Observation"",
        ""name"": ""30 to 75 years old"",
        ""value"": {
            ""range"": {
                ""lower_bound"": 30,
                ""upper_bound"": 75,
                ""unit"": ""years""
            }
        }
    }
]
```"
